"",BigFive_10_1,BigFive_10_2,BigFive_10_6,BigFive_10_8,BigFive_11_1,BigFive_11_2,BigFive_11_6,BigFive_11_8,BigFive_12_1,BigFive_12_2,BigFive_12_6,BigFive_12_8,BigFive_13_1,BigFive_13_2,BigFive_13_6,BigFive_13_8,BigFive_14_1,BigFive_14_2,BigFive_14_6,BigFive_14_8,BigFive_15_1,BigFive_15_2,BigFive_15_6,BigFive_15_8,BigFive_16_1,BigFive_16_2,BigFive_16_6,BigFive_16_8,BigFive_17_1,BigFive_17_2,BigFive_17_6,BigFive_17_8,BigFive_18_1,BigFive_18_2,BigFive_18_6,BigFive_18_8,BigFive_19_1,BigFive_19_2,BigFive_19_6,BigFive_19_8,BigFive_1_1,BigFive_1_2,BigFive_1_6,BigFive_1_8,BigFive_20_1,BigFive_20_2,BigFive_20_6,BigFive_20_8,BigFive_21_1,BigFive_21_2,BigFive_21_6,BigFive_21_8,BigFive_22_1,BigFive_22_2,BigFive_22_6,BigFive_22_8,BigFive_23_1,BigFive_23_2,BigFive_23_6,BigFive_23_8,BigFive_24_1,BigFive_24_2,BigFive_24_6,BigFive_24_8,BigFive_25_1,BigFive_25_2,BigFive_25_6,BigFive_25_8,BigFive_26_1,BigFive_26_2,BigFive_26_6,BigFive_26_8,BigFive_27_1,BigFive_27_2,BigFive_27_6,BigFive_27_8,BigFive_28_1,BigFive_28_2,BigFive_28_6,BigFive_28_8,BigFive_29_1,BigFive_29_2,BigFive_29_6,BigFive_29_8,BigFive_2_1,BigFive_2_2,BigFive_2_6,BigFive_2_8,BigFive_30_1,BigFive_30_2,BigFive_30_6,BigFive_30_8,BigFive_31_1,BigFive_31_2,BigFive_31_6,BigFive_31_8,BigFive_32_1,BigFive_32_2,BigFive_32_6,BigFive_32_8,BigFive_33_1,BigFive_33_2,BigFive_33_6,BigFive_33_8,BigFive_34_1,BigFive_34_2,BigFive_34_6,BigFive_34_8,BigFive_35_1,BigFive_35_2,BigFive_35_6,BigFive_35_8,BigFive_36_1,BigFive_36_2,BigFive_36_6,BigFive_36_8,BigFive_37_1,BigFive_37_2,BigFive_37_6,BigFive_37_8,BigFive_38_1,BigFive_38_2,BigFive_38_6,BigFive_38_8,BigFive_39_1,BigFive_39_2,BigFive_39_6,BigFive_39_8,BigFive_3_1,BigFive_3_2,BigFive_3_6,BigFive_3_8,BigFive_40_1,BigFive_40_2,BigFive_40_6,BigFive_40_8,BigFive_41_1,BigFive_41_2,BigFive_41_6,BigFive_41_8,BigFive_42_1,BigFive_42_2,BigFive_42_6,BigFive_42_8,BigFive_43_1,BigFive_43_2,BigFive_43_6,BigFive_43_8,BigFive_44_1,BigFive_44_2,BigFive_44_6,BigFive_44_8,BigFive_4_1,BigFive_4_2,BigFive_4_6,BigFive_4_8,BigFive_5_1,BigFive_5_2,BigFive_5_6,BigFive_5_8,BigFive_6_1,BigFive_6_2,BigFive_6_6,BigFive_6_8,BigFive_7_1,BigFive_7_2,BigFive_7_6,BigFive_7_8,BigFive_8_1,BigFive_8_2,BigFive_8_6,BigFive_8_8,BigFive_9_1,BigFive_9_2,BigFive_9_6,BigFive_9_8,egoid,Agreeableness,Conscientiousness,Extraversion,Neuroticism,Openness
406,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,0.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,0.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,0.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,35872,4.407407,4.407407,4.291667,1.583333,4.155555
408,3.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,0.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,23270,3.305556,4.583333,2.062500,3.062500,2.877778
410,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,3.0,92716,3.851852,4.555556,3.833333,2.791667,3.440741
414,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,68679,3.444444,3.074074,3.125000,2.250000,3.644444
416,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,70125,3.833333,4.111111,3.812500,3.250000,4.211111
417,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,0.0,1.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,3.0,0.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,67192,3.222222,4.074074,3.333333,2.375000,4.125926
418,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,12029,3.666667,3.166667,3.000000,3.250000,3.527778
419,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,3.0,0.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,70745,3.555556,3.592593,2.958333,2.291667,3.792593
421,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,93856,2.592593,3.222222,2.208333,4.500000,3.444444
422,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,10237,3.527778,2.916667,2.781250,3.218750,3.358333
423,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,4.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,97448,4.055556,3.666667,4.781250,1.656250,4.147222
428,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,54098,3.555556,2.833333,3.562500,3.562500,3.433333
429,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,66156,3.666667,2.296296,2.916667,4.083333,3.033333
430,3.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,67177,3.888889,3.333333,2.875000,3.375000,3.692593
431,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,22540,3.222222,2.888889,3.875000,3.375000,2.800000
435,3.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,18611,2.962963,3.851852,3.375000,3.666667,3.400000
